Code,latitude,longitude,target_dose_rate,target_dose_rate_0_1m,organic_carbon_b0,organic_carbon_b10,clay_fraction_0_30,clay_fraction_30_60,sand_fraction_b0,sand_fraction_b10,bulk_density_b0,bulk_density_b10,soil_pH_b0,soil_pH_b10,elevation_m,slope_deg_final,twi_scaled
2571,50.810004,29.922667,0.09,0.1,8.0,9.0,12.0,14.0,65.0,65.0,122.0,127.0,56.0,56.0,135.0,17.7,5.15
2572,50.810102,29.938085,0.1,0.1,7.0,7.0,11.0,13.0,73.0,73.0,118.0,126.0,51.0,51.0,139.0,13.5,6.13
2573,50.810078,29.952371,0.1,0.12,8.0,8.0,9.0,11.0,79.0,79.0,115.0,123.0,51.0,51.0,161.0,19.2,4.92
2574,50.810078,29.966651,0.11,0.12,8.0,7.0,11.0,12.0,74.0,74.0,119.0,126.0,55.0,56.0,156.0,15.9,5.39
2575,50.810102,29.980922,0.11,0.11,8.0,7.0,11.0,12.0,75.0,75.0,108.0,113.0,52.0,53.0,161.0,17.0,5.25
2576,50.810102,29.995201,0.11,0.12,6.0,5.0,12.0,13.0,76.0,75.0,117.0,122.0,50.0,51.0,159.0,15.5,4.78
2577,50.810078,30.00949,0.11,0.13,7.0,7.0,12.0,13.0,74.0,74.0,119.0,126.0,53.0,54.0,150.0,14.5,5.86
2578,50.810078,30.023769,0.12,0.12,5.0,5.0,13.0,14.0,77.0,77.0,114.0,122.0,52.0,52.0,148.0,13.1,5.54
2579,50.810078,30.038049,0.11,0.12,8.0,8.0,12.0,14.0,78.0,78.0,115.0,123.0,50.0,50.0,159.0,20.2,4.63
2580,50.810102,30.052317,0.11,0.11,5.0,4.0,11.0,13.0,71.0,72.0,131.0,131.0,57.0,57.0,136.0,13.4,5.67
2581,50.810102,30.066596,0.13,0.13,8.0,8.0,11.0,12.0,71.0,72.0,120.0,125.0,54.0,54.0,138.0,45.0,4.37
2582,50.810102,30.080875,0.11,0.12,8.0,8.0,13.0,15.0,72.0,74.0,116.0,122.0,55.0,55.0,134.0,10.9,5.29
2583,50.810078,30.095167,0.09,0.1,5.0,5.0,12.0,13.0,68.0,68.0,120.0,122.0,62.0,62.0,124.0,2.6,8.2
2584,50.80655,29.91599,0.09,0.1,5.0,5.0,14.0,15.0,67.0,67.0,123.0,125.0,60.0,60.0,142.0,45.0,3.67
2585,50.80761,29.9107,0.09,0.11,4.0,4.0,16.0,17.0,65.0,65.0,130.0,131.0,64.0,64.0,133.0,13.5,5.32
2586,50.807105,29.581112,0.08,0.08,4.0,3.0,18.0,20.0,54.0,53.0,132.0,131.0,66.0,66.0,137.0,28.8,4.44
2587,50.804108,29.909528,0.09,0.1,4.0,5.0,14.0,16.0,66.0,65.0,133.0,134.0,63.0,63.0,134.0,4.0,6.74
2588,50.804108,29.995201,0.1,0.11,5.0,5.0,12.0,14.0,65.0,66.0,128.0,129.0,63.0,63.0,140.0,13.3,5.71
2589,50.804108,29.999961,0.11,0.12,5.0,5.0,14.0,15.0,65.0,65.0,131.0,132.0,61.0,61.0,137.0,7.0,6.34
2590,50.804108,30.00948,0.12,0.14,4.0,4.0,14.0,16.0,61.0,62.0,129.0,128.0,63.0,64.0,139.0,4.6,6.2
2591,50.800511,30.08088,0.1,0.11,5.0,5.0,14.0,16.0,53.0,53.0,124.0,125.0,65.0,65.0,123.0,8.9,6.39
2592,50.801085,30.066608,0.11,0.12,5.0,5.0,13.0,14.0,49.0,49.0,129.0,127.0,68.0,68.0,125.0,7.5,6.71
2593,50.801085,30.052328,0.09,0.1,4.0,4.0,16.0,18.0,51.0,51.0,130.0,129.0,67.0,67.0,127.0,5.2,6.09
2594,50.80111,30.047557,0.1,0.11,4.0,5.0,15.0,16.0,57.0,57.0,129.0,129.0,67.0,67.0,130.0,9.4,5.78
2595,50.80111,30.038037,0.1,0.11,5.0,5.0,15.0,16.0,63.0,63.0,129.0,128.0,66.0,66.0,133.0,12.0,5.22
2596,50.801085,30.023769,0.11,0.12,6.0,7.0,14.0,15.0,62.0,63.0,123.0,124.0,63.0,63.0,146.0,19.5,4.88
2597,50.801379,30.008669,0.11,0.12,4.0,4.0,13.0,15.0,59.0,59.0,131.0,130.0,61.0,61.0,136.0,4.2,6.4
2598,50.80111,30.00472,0.11,0.11,4.0,4.0,15.0,16.0,59.0,59.0,134.0,132.0,60.0,60.0,136.0,4.0,6.39
2599,50.80111,29.999961,0.1,0.11,4.0,4.0,14.0,15.0,57.0,57.0,130.0,130.0,61.0,61.0,135.0,9.2,6.16
2600,50.801488,29.995708,0.1,0.1,5.0,5.0,14.0,15.0,62.0,63.0,132.0,134.0,63.0,63.0,138.0,10.2,5.39
2601,50.80111,29.980922,0.12,0.12,5.0,5.0,12.0,13.0,71.0,71.0,116.0,123.0,56.0,56.0,154.0,11.3,5.46
2602,50.80111,29.966644,0.11,0.13,7.0,7.0,11.0,12.0,77.0,78.0,121.0,129.0,54.0,54.0,162.0,19.0,4.66
2603,50.800727,29.951162,0.12,0.13,7.0,6.0,11.0,12.0,76.0,76.0,113.0,122.0,51.0,52.0,152.0,18.3,5.24
2604,50.80105,29.937138,0.1,0.11,6.0,7.0,12.0,13.0,71.0,71.0,114.0,121.0,54.0,54.0,150.0,7.0,6.0
2605,50.801085,29.923812,0.1,0.11,8.0,8.0,12.0,14.0,67.0,68.0,123.0,123.0,52.0,53.0,158.0,33.1,4.47
2606,50.80116,29.91087,0.09,0.1,5.0,5.0,15.0,17.0,63.0,63.0,132.0,134.0,62.0,62.0,134.0,7.9,5.43
2607,50.802024,29.89532,0.09,0.11,5.0,5.0,15.0,17.0,56.0,57.0,137.0,135.0,65.0,64.0,130.0,0.7,8.33
2608,50.80187,29.880997,0.1,0.1,5.0,4.0,17.0,18.0,58.0,58.0,136.0,134.0,62.0,62.0,129.0,11.5,6.39
2609,50.801085,29.86691,0.1,0.1,4.0,4.0,14.0,15.0,65.0,65.0,132.0,132.0,58.0,58.0,131.0,5.7,6.38
2610,50.802031,29.85209,0.11,0.11,5.0,5.0,12.0,13.0,69.0,69.0,126.0,128.0,59.0,59.0,158.0,28.8,4.28
2611,50.80111,29.838133,0.1,0.12,8.0,8.0,12.0,13.0,65.0,64.0,118.0,125.0,57.0,56.0,154.0,45.0,4.11
2612,50.80162,29.82391,0.11,0.11,11.0,10.0,13.0,13.0,73.0,73.0,115.0,124.0,54.0,54.0,155.0,2.6,7.53
2613,50.801418,29.811549,0.1,0.12,7.0,6.0,11.0,13.0,71.0,72.0,108.0,115.0,52.0,53.0,157.0,16.6,5.38
2614,50.80111,29.795297,0.1,0.11,7.0,6.0,11.0,13.0,71.0,70.0,109.0,118.0,55.0,55.0,162.0,13.9,5.88
2615,50.801085,29.780948,0.1,0.12,9.0,8.0,10.0,11.0,71.0,71.0,115.0,121.0,50.0,50.0,162.0,20.5,5.04
2616,50.801085,29.766736,0.09,0.11,14.0,12.0,10.0,11.0,68.0,69.0,106.0,115.0,52.0,52.0,161.0,22.9,4.3
2617,50.80111,29.752459,0.09,0.09,9.0,7.0,10.0,11.0,65.0,64.0,107.0,113.0,51.0,51.0,148.0,13.1,5.5
2618,50.80108,29.737545,0.08,0.09,11.0,11.0,11.0,12.0,64.0,64.0,112.0,118.0,51.0,52.0,150.0,20.0,5.46
2619,50.800875,29.724618,0.08,0.09,7.0,7.0,13.0,14.0,71.0,71.0,108.0,115.0,53.0,53.0,156.0,43.8,3.99
2620,50.80062,29.709429,0.09,0.1,6.0,6.0,12.0,13.0,73.0,73.0,117.0,123.0,55.0,56.0,154.0,35.0,4.43
2621,50.800773,29.695775,0.09,0.09,8.0,8.0,14.0,15.0,65.0,65.0,115.0,122.0,56.0,56.0,155.0,25.1,4.38
2622,50.800926,29.681717,0.1,0.1,8.0,6.0,13.0,15.0,71.0,71.0,114.0,120.0,56.0,56.0,144.0,11.7,5.21
2623,50.801085,29.666779,0.11,0.11,10.0,9.0,15.0,17.0,62.0,62.0,115.0,120.0,62.0,61.0,135.0,21.2,4.79
2624,50.800875,29.652148,0.09,0.11,8.0,7.0,14.0,16.0,69.0,70.0,111.0,120.0,60.0,60.0,144.0,20.9,4.57
2625,50.80111,29.638228,0.1,0.11,8.0,7.0,14.0,15.0,71.0,72.0,116.0,122.0,56.0,56.0,128.0,20.4,5.04
2626,50.80111,29.62395,0.1,0.12,7.0,7.0,14.0,16.0,70.0,70.0,111.0,121.0,56.0,56.0,128.0,21.5,5.06
2627,50.80111,29.60967,0.11,0.11,7.0,7.0,16.0,17.0,60.0,60.0,128.0,127.0,64.0,64.0,129.0,24.3,4.81
2628,50.80111,29.595391,0.09,0.1,6.0,6.0,21.0,22.0,49.0,48.0,128.0,127.0,68.0,68.0,120.0,0.6,8.45
2629,50.800845,29.580593,0.09,0.11,4.0,4.0,20.0,21.0,54.0,53.0,132.0,130.0,66.0,66.0,121.0,2.4,6.72
2630,50.801085,29.566716,0.09,0.09,4.0,4.0,16.0,17.0,59.0,59.0,133.0,133.0,64.0,64.0,141.0,16.3,5.32
2631,50.801085,29.552542,0.1,0.1,5.0,5.0,13.0,15.0,63.0,62.0,131.0,131.0,63.0,63.0,147.0,19.3,5.59
2632,50.80111,29.538276,0.1,0.1,3.0,3.0,16.0,18.0,59.0,59.0,135.0,135.0,64.0,64.0,146.0,14.4,5.51
2633,50.80115,29.52336,0.11,0.12,4.0,4.0,18.0,19.0,58.0,58.0,136.0,135.0,63.0,63.0,149.0,6.0,6.72
2634,50.80062,29.509,0.1,0.11,4.0,4.0,16.0,18.0,57.0,57.0,139.0,139.0,61.0,61.0,152.0,9.0,6.13
2635,50.80022,29.50467,0.1,0.1,3.0,3.0,15.0,17.0,64.0,64.0,135.0,135.0,62.0,62.0,155.0,10.3,5.8
2636,50.80102,29.50041,0.1,0.11,4.0,3.0,15.0,16.0,62.0,63.0,134.0,134.0,60.0,60.0,159.0,25.9,4.83
2637,50.79809,29.5048,0.09,0.09,5.0,4.0,14.0,15.0,72.0,72.0,135.0,133.0,61.0,61.0,179.0,45.0,4.07
2638,50.79814,29.5096,0.09,0.09,3.0,3.0,15.0,17.0,67.0,67.0,133.0,134.0,62.0,62.0,154.0,6.0,6.06
2639,50.798112,29.909528,0.1,0.11,6.0,7.0,15.0,16.0,59.0,59.0,131.0,133.0,58.0,58.0,135.0,15.9,5.58
2640,50.798112,30.038037,0.09,0.1,4.0,4.0,17.0,18.0,55.0,55.0,128.0,127.0,69.0,69.0,133.0,9.4,5.78
2641,50.798112,30.042797,0.1,0.11,3.0,4.0,16.0,17.0,54.0,53.0,129.0,128.0,67.0,67.0,129.0,3.2,7.55
2642,50.798112,30.047066,0.11,0.11,3.0,4.0,19.0,20.0,53.0,53.0,132.0,129.0,67.0,67.0,128.0,1.1,9.09
2643,50.795115,30.057076,0.1,0.1,6.0,6.0,20.0,21.0,49.0,49.0,135.0,135.0,69.0,69.0,128.0,3.7,6.45
2644,50.795115,30.052317,0.1,0.11,4.0,4.0,20.0,21.0,50.0,50.0,135.0,133.0,68.0,68.0,130.0,10.3,5.11
2645,50.795115,30.047557,0.09,0.1,4.0,4.0,18.0,20.0,49.0,49.0,134.0,132.0,68.0,68.0,132.0,8.4,5.93
2646,50.795115,30.042797,0.1,0.1,4.0,4.0,15.0,17.0,50.0,49.0,129.0,128.0,68.0,68.0,134.0,5.0,6.31
2647,50.795414,30.038037,0.09,0.1,5.0,5.0,18.0,19.0,52.0,52.0,129.0,129.0,67.0,67.0,133.0,12.7,5.12
2648,50.795115,30.033279,0.1,0.11,5.0,5.0,18.0,19.0,56.0,56.0,129.0,128.0,67.0,67.0,137.0,9.7,5.93
2649,50.795115,30.028519,0.1,0.1,4.0,4.0,17.0,18.0,57.0,57.0,128.0,126.0,65.0,65.0,135.0,5.1,6.88
2650,50.795115,30.023759,0.1,0.11,4.0,4.0,14.0,16.0,58.0,59.0,130.0,131.0,65.0,65.0,133.0,7.4,5.87
2651,50.79583,29.51868,0.1,0.1,4.0,4.0,15.0,17.0,64.0,64.0,134.0,138.0,62.0,62.0,148.0,5.2,6.01
2652,50.7953,29.51472,0.09,0.1,3.0,3.0,15.0,16.0,67.0,68.0,133.0,134.0,64.0,64.0,151.0,5.5,6.13
2653,50.79279,29.52362,0.1,0.12,4.0,4.0,15.0,17.0,67.0,67.0,134.0,136.0,63.0,63.0,150.0,3.0,6.59
2654,50.792118,29.528756,0.1,0.11,3.0,3.0,16.0,18.0,63.0,64.0,135.0,134.0,63.0,63.0,149.0,5.2,6.39
2655,50.792092,29.538263,0.1,0.1,3.0,3.0,18.0,20.0,60.0,59.0,136.0,135.0,64.0,63.0,149.0,9.2,5.26
2656,50.792457,29.552531,0.1,0.11,4.0,4.0,18.0,19.0,60.0,60.0,134.0,133.0,62.0,62.0,148.0,6.3,6.3
2657,50.792284,29.5659,0.1,0.1,4.0,4.0,18.0,19.0,46.0,46.0,125.0,126.0,61.0,61.0,135.0,17.7,5.29
2658,50.792092,29.581102,0.09,0.09,6.0,6.0,22.0,23.0,48.0,48.0,131.0,131.0,66.0,66.0,121.0,1.8,7.31
2659,50.792092,29.595381,0.1,0.1,7.0,8.0,19.0,21.0,51.0,51.0,130.0,132.0,67.0,67.0,121.0,3.0,6.75
2660,50.792092,29.609661,0.09,0.1,6.0,7.0,14.0,15.0,64.0,64.0,114.0,119.0,59.0,59.0,136.0,43.2,4.23
2661,50.792092,29.62394,0.1,0.11,7.0,6.0,14.0,15.0,73.0,74.0,110.0,120.0,53.0,53.0,143.0,9.9,5.19
2662,50.792092,29.63822,0.09,0.1,7.0,6.0,14.0,15.0,77.0,77.0,115.0,125.0,56.0,56.0,133.0,8.5,6.53
2663,50.792092,29.6525,0.09,0.11,6.0,5.0,13.0,14.0,75.0,75.0,113.0,120.0,56.0,57.0,135.0,26.2,5.37
2664,50.792118,29.666786,0.1,0.12,5.0,5.0,12.0,13.0,73.0,73.0,119.0,123.0,58.0,58.0,137.0,4.1,6.64
2665,50.792118,29.681065,0.1,0.11,5.0,5.0,12.0,14.0,74.0,74.0,112.0,120.0,54.0,55.0,147.0,23.3,4.9
2666,50.792092,29.695338,0.1,0.1,5.0,5.0,11.0,12.0,69.0,69.0,112.0,118.0,52.0,53.0,148.0,33.6,4.18
2667,50.792118,29.709623,0.1,0.1,5.0,5.0,12.0,14.0,69.0,69.0,117.0,121.0,55.0,55.0,143.0,31.3,5.37
2668,50.792092,29.723898,0.1,0.11,9.0,9.0,11.0,12.0,72.0,72.0,111.0,120.0,51.0,52.0,162.0,45.0,4.14
2669,50.792092,29.738177,0.1,0.1,9.0,9.0,12.0,13.0,74.0,74.0,112.0,117.0,53.0,53.0,167.0,22.5,4.5
2670,50.792092,29.752457,0.11,0.11,12.0,11.0,11.0,11.0,69.0,69.0,105.0,113.0,51.0,51.0,166.0,15.9,5.4
2671,50.792092,29.766736,0.1,0.12,7.0,5.0,10.0,11.0,75.0,74.0,109.0,117.0,52.0,52.0,163.0,6.9,5.55
2672,50.792092,29.781016,0.11,0.11,6.0,5.0,12.0,13.0,72.0,72.0,118.0,124.0,55.0,55.0,148.0,4.5,7.1
2673,50.792092,29.795296,0.1,0.12,7.0,7.0,11.0,12.0,75.0,75.0,104.0,111.0,54.0,54.0,151.0,35.4,4.4
2674,50.791758,29.812035,0.1,0.11,8.0,8.0,12.0,14.0,75.0,75.0,101.0,110.0,54.0,54.0,159.0,9.2,5.85
2675,50.792118,29.823854,0.11,0.12,7.0,7.0,13.0,15.0,69.0,69.0,119.0,124.0,57.0,57.0,140.0,5.8,6.5
2676,50.792118,29.838133,0.1,0.11,5.0,5.0,16.0,17.0,60.0,61.0,127.0,128.0,61.0,61.0,134.0,6.1,7.08
2677,50.792525,29.854761,0.1,0.1,5.0,5.0,15.0,17.0,57.0,57.0,130.0,130.0,60.0,60.0,132.0,7.7,6.11
2678,50.792831,29.880012,0.1,0.11,6.0,5.0,14.0,16.0,71.0,70.0,125.0,126.0,57.0,57.0,138.0,15.2,5.96
2679,50.792092,29.895253,0.1,0.12,7.0,7.0,13.0,15.0,70.0,70.0,120.0,123.0,56.0,56.0,134.0,6.9,5.73
2680,50.792814,29.908824,0.12,0.12,7.0,7.0,14.0,15.0,65.0,64.0,110.0,112.0,55.0,55.0,135.0,17.3,5.55
2681,50.792092,29.923812,0.11,0.12,9.0,9.0,12.0,13.0,67.0,67.0,125.0,125.0,58.0,58.0,155.0,29.2,4.4
2682,50.792092,29.938092,0.11,0.11,7.0,7.0,12.0,13.0,75.0,75.0,117.0,124.0,52.0,52.0,162.0,9.9,5.77
2683,50.792092,29.952371,0.11,0.12,8.0,8.0,11.0,12.0,77.0,77.0,117.0,124.0,53.0,53.0,162.0,27.8,4.25
2684,50.792092,29.966651,0.11,0.12,9.0,9.0,11.0,12.0,71.0,71.0,117.0,124.0,54.0,54.0,166.0,23.6,4.3
2685,50.792092,29.98093,0.11,0.11,7.0,7.0,12.0,14.0,70.0,70.0,123.0,125.0,55.0,55.0,152.0,11.8,5.6
2686,50.792092,29.99521,0.1,0.11,5.0,5.0,14.0,16.0,57.0,57.0,133.0,132.0,57.0,57.0,137.0,5.0,6.18
2687,50.792092,30.00949,0.1,0.11,5.0,5.0,14.0,15.0,59.0,60.0,137.0,135.0,57.0,57.0,137.0,6.2,6.53
2688,50.792118,30.01424,0.11,0.11,4.0,4.0,13.0,15.0,60.0,60.0,135.0,134.0,63.0,63.0,139.0,13.7,5.42
2689,50.792118,30.018999,0.1,0.12,5.0,6.0,14.0,15.0,61.0,61.0,130.0,132.0,66.0,66.0,140.0,28.1,4.77
2690,50.792118,30.023759,0.1,0.1,4.0,4.0,15.0,17.0,60.0,60.0,131.0,130.0,66.0,66.0,137.0,3.4,6.76
2691,50.792143,30.028107,0.1,0.12,4.0,4.0,17.0,19.0,62.0,62.0,130.0,130.0,67.0,67.0,136.0,3.3,6.58
2692,50.792118,30.038037,0.09,0.1,4.0,4.0,15.0,16.0,59.0,59.0,127.0,126.0,66.0,67.0,135.0,11.8,5.5
2693,50.791722,30.04755,0.1,0.1,4.0,4.0,17.0,19.0,53.0,54.0,129.0,127.0,67.0,67.0,131.0,15.9,5.47
2694,50.792118,30.052317,0.09,0.1,5.0,4.0,20.0,21.0,49.0,48.0,132.0,130.0,68.0,68.0,133.0,14.9,5.18
2695,50.78891,29.55187,0.08,0.1,4.0,4.0,20.0,21.0,57.0,57.0,131.0,131.0,65.0,65.0,140.0,31.6,4.56
2696,50.78956,29.54698,0.1,0.11,5.0,4.0,20.0,21.0,57.0,57.0,130.0,129.0,65.0,65.0,146.0,14.2,5.44
2697,50.78912,29.543035,0.1,0.11,4.0,4.0,19.0,20.0,61.0,61.0,134.0,133.0,61.0,61.0,146.0,6.3,5.57
2698,50.78959,29.53819,0.11,0.12,3.0,3.0,17.0,19.0,63.0,65.0,135.0,135.0,60.0,60.0,144.0,9.3,5.79
2699,50.78923,29.53354,0.09,0.09,3.0,3.0,18.0,19.0,63.0,62.0,136.0,137.0,61.0,61.0,144.0,19.0,5.26
2700,50.78912,29.528756,0.09,0.1,4.0,4.0,16.0,18.0,62.0,62.0,131.0,130.0,62.0,62.0,142.0,22.2,4.96
2701,50.78879,29.52365,0.11,0.12,4.0,4.0,16.0,17.0,63.0,63.0,131.0,131.0,58.0,58.0,148.0,7.0,6.66
2702,50.78912,29.519238,0.09,0.11,4.0,4.0,14.0,15.0,66.0,66.0,129.0,129.0,57.0,57.0,148.0,39.0,4.78
2703,50.786122,29.509718,0.1,0.11,4.0,4.0,11.0,12.0,75.0,75.0,128.0,130.0,54.0,54.0,163.0,37.7,4.14
2704,50.785007,29.513509,0.09,0.1,3.0,4.0,15.0,17.0,66.0,67.0,130.0,130.0,57.0,58.0,144.0,3.5,7.0
2705,50.78625,29.51921,0.09,0.1,4.0,4.0,14.0,16.0,64.0,64.0,129.0,130.0,57.0,57.0,148.0,6.9,5.94
2706,50.78616,29.5242,0.1,0.1,4.0,4.0,17.0,18.0,65.0,65.0,132.0,130.0,58.0,58.0,151.0,12.9,5.28
2707,50.786122,29.528756,0.09,0.1,4.0,4.0,16.0,18.0,62.0,61.0,129.0,128.0,57.0,57.0,138.0,33.9,4.51
2708,50.78591,29.5341,0.08,0.08,4.0,4.0,17.0,19.0,62.0,62.0,133.0,132.0,59.0,59.0,140.0,13.8,5.04
2709,50.78651,29.53798,0.09,0.1,4.0,4.0,19.0,21.0,61.0,60.0,134.0,133.0,58.0,59.0,137.0,29.7,4.8
2710,50.786122,29.543035,0.1,0.11,4.0,5.0,18.0,19.0,60.0,59.0,132.0,132.0,60.0,60.0,143.0,23.8,4.74
2711,50.786122,29.547795,0.1,0.11,4.0,4.0,20.0,22.0,49.0,48.0,132.0,133.0,63.0,63.0,126.0,45.0,4.28
2712,50.783098,30.080888,0.1,0.1,4.0,4.0,16.0,17.0,50.0,50.0,128.0,127.0,68.0,68.0,124.0,3.2,6.63
2713,50.783125,30.066596,0.1,0.11,6.0,6.0,17.0,18.0,52.0,52.0,134.0,132.0,68.0,68.0,125.0,2.1,7.63
2714,50.783098,30.052328,0.11,0.12,5.0,5.0,20.0,21.0,55.0,55.0,133.0,131.0,66.0,67.0,127.0,6.6,5.97
2715,50.783149,30.040083,0.12,0.13,5.0,5.0,16.0,17.0,59.0,59.0,133.0,130.0,67.0,67.0,132.0,10.1,5.93
2716,50.783125,30.023759,0.12,0.12,3.0,3.0,17.0,19.0,60.0,60.0,121.0,126.0,67.0,67.0,139.0,3.9,6.55
2717,50.782884,30.010516,0.11,0.11,4.0,4.0,12.0,14.0,65.0,65.0,125.0,131.0,60.0,60.0,140.0,11.5,5.91
2718,50.783125,29.995201,0.1,0.12,5.0,5.0,12.0,14.0,61.0,61.0,128.0,129.0,55.0,55.0,139.0,2.2,6.75
2719,50.783098,29.98093,0.1,0.12,7.0,7.0,12.0,13.0,70.0,70.0,120.0,125.0,55.0,56.0,147.0,14.2,5.18
2720,50.783098,29.966651,0.11,0.13,7.0,7.0,11.0,13.0,68.0,68.0,121.0,126.0,58.0,58.0,149.0,40.5,3.98
2721,50.782893,29.951697,0.12,0.13,7.0,6.0,10.0,11.0,70.0,70.0,121.0,128.0,55.0,55.0,159.0,11.0,5.32
2722,50.783125,29.938085,0.12,0.12,6.0,6.0,12.0,14.0,69.0,70.0,119.0,121.0,57.0,57.0,151.0,10.0,5.57
2723,50.783098,29.923812,0.09,0.11,7.0,6.0,11.0,12.0,72.0,72.0,116.0,123.0,53.0,53.0,157.0,8.1,5.49
2724,50.783098,29.909532,0.1,0.12,8.0,7.0,14.0,15.0,66.0,66.0,121.0,123.0,56.0,57.0,147.0,16.1,5.33
2725,50.78351,29.89586,0.11,0.11,7.0,7.0,11.0,12.0,74.0,73.0,104.0,112.0,53.0,53.0,154.0,29.2,4.28
2726,50.783125,29.88097,0.1,0.1,7.0,7.0,12.0,13.0,73.0,73.0,122.0,123.0,54.0,54.0,141.0,29.8,5.09
2727,50.783098,29.823855,0.1,0.1,4.0,4.0,16.0,18.0,62.0,62.0,129.0,130.0,62.0,63.0,136.0,4.2,7.06
2728,50.783125,29.809575,0.09,0.1,7.0,7.0,12.0,13.0,75.0,75.0,116.0,124.0,53.0,53.0,149.0,27.9,4.57
2729,50.783125,29.795297,0.09,0.11,7.0,7.0,10.0,11.0,70.0,70.0,115.0,123.0,54.0,54.0,162.0,14.0,5.1
2730,50.783098,29.781016,0.1,0.1,7.0,7.0,11.0,11.0,69.0,68.0,113.0,122.0,54.0,54.0,162.0,18.8,4.96
2731,50.783125,29.766738,0.1,0.11,6.0,6.0,11.0,11.0,73.0,73.0,114.0,120.0,52.0,52.0,165.0,10.8,5.74
2732,50.783125,29.752459,0.1,0.1,7.0,6.0,11.0,12.0,70.0,70.0,119.0,125.0,52.0,53.0,156.0,30.6,4.53
2733,50.783125,29.738181,0.1,0.12,9.0,8.0,11.0,12.0,71.0,71.0,116.0,122.0,54.0,54.0,163.0,10.7,5.2
2734,50.783125,29.723902,0.09,0.1,8.0,10.0,10.0,11.0,72.0,72.0,116.0,120.0,54.0,54.0,163.0,5.3,5.94
2735,50.783125,29.709623,0.09,0.1,5.0,5.0,12.0,13.0,72.0,72.0,118.0,124.0,53.0,53.0,165.0,26.3,4.28
2736,50.783098,29.695338,0.1,0.11,5.0,5.0,14.0,14.0,74.0,74.0,122.0,126.0,54.0,54.0,160.0,17.1,5.03
2737,50.783098,29.681059,0.1,0.12,6.0,6.0,12.0,13.0,72.0,72.0,115.0,122.0,53.0,53.0,160.0,28.1,4.48
2738,50.783098,29.666779,0.1,0.1,5.0,6.0,13.0,14.0,75.0,74.0,115.0,122.0,53.0,53.0,150.0,10.7,6.18
2739,50.783098,29.6525,0.1,0.11,5.0,5.0,13.0,14.0,75.0,76.0,119.0,125.0,56.0,56.0,156.0,31.1,4.34
2740,50.783125,29.638228,0.09,0.1,6.0,5.0,12.0,14.0,76.0,76.0,116.0,124.0,56.0,56.0,145.0,8.0,5.34
2741,50.783125,29.62395,0.11,0.11,7.0,6.0,13.0,14.0,75.0,75.0,115.0,123.0,56.0,56.0,130.0,36.7,4.08
2742,50.783125,29.60967,0.09,0.1,8.0,9.0,13.0,14.0,58.0,58.0,113.0,114.0,68.0,68.0,122.0,3.6,7.75
2743,50.783125,29.595391,0.09,0.09,6.0,7.0,17.0,19.0,48.0,48.0,119.0,120.0,68.0,68.0,121.0,1.5,7.26
2744,50.783098,29.581102,0.09,0.1,7.0,5.0,22.0,23.0,46.0,47.0,131.0,130.0,66.0,66.0,122.0,5.5,6.18
2745,50.783125,29.566834,0.1,0.11,5.0,5.0,21.0,23.0,48.0,48.0,130.0,129.0,67.0,67.0,121.0,1.6,7.72
2746,50.783125,29.552555,0.11,0.12,5.0,5.0,20.0,21.0,49.0,49.0,130.0,130.0,64.0,65.0,122.0,3.4,6.6
2747,50.7841,29.53944,0.11,0.11,4.0,4.0,18.0,20.0,61.0,61.0,130.0,130.0,61.0,61.0,132.0,14.6,5.21
2748,50.783125,29.533516,0.09,0.11,4.0,4.0,17.0,18.0,62.0,61.0,131.0,131.0,57.0,57.0,129.0,15.2,5.5
2749,50.78307,29.529686,0.1,0.1,5.0,4.0,12.0,14.0,61.0,61.0,130.0,130.0,57.0,57.0,147.0,18.9,5.42
2750,50.78292,29.52433,0.11,0.11,4.0,4.0,16.0,18.0,69.0,69.0,132.0,130.0,58.0,58.0,144.0,14.7,5.1
2751,50.783125,29.519238,0.09,0.1,3.0,4.0,15.0,16.0,67.0,68.0,133.0,133.0,58.0,58.0,146.0,5.6,6.02
2752,50.783125,29.514478,0.08,0.09,3.0,4.0,15.0,16.0,67.0,67.0,132.0,133.0,58.0,58.0,144.0,13.6,5.69
2753,50.78271,29.51032,0.08,0.09,3.0,3.0,14.0,15.0,70.0,71.0,132.0,133.0,58.0,57.0,143.0,30.7,5.01
2754,50.780127,29.514478,0.09,0.09,4.0,4.0,14.0,15.0,60.0,60.0,129.0,129.0,58.0,58.0,144.0,14.4,5.23
2755,50.780127,29.519238,0.09,0.09,4.0,4.0,16.0,17.0,49.0,49.0,130.0,129.0,61.0,61.0,133.0,29.7,4.41
2756,50.780363,29.523445,0.09,0.1,5.0,4.0,17.0,18.0,51.0,50.0,134.0,134.0,61.0,61.0,131.0,20.3,4.76
2757,50.779751,29.529828,0.1,0.1,4.0,4.0,14.0,15.0,60.0,60.0,126.0,126.0,56.0,56.0,141.0,21.0,4.95
2758,50.7775,29.52405,0.09,0.1,4.0,4.0,18.0,19.0,46.0,46.0,127.0,127.0,61.0,61.0,124.0,12.6,6.09
2759,50.77713,29.519238,0.1,0.1,4.0,5.0,17.0,18.0,40.0,41.0,126.0,127.0,62.0,62.0,123.0,3.7,7.38
