spatial_group,n_rows,lat_min,lat_max,lon_min,lon_max
12_17,4,50.98095,50.990532,29.723902,29.738177
12_22,4,50.98095,50.98884,29.82286,29.838444
12_25,4,50.98095,50.989943,29.880973,29.895253
12_31,4,50.977968,50.99122,30.00728,30.01494
12_32,4,50.98095,50.98997,30.023759,30.038049
12_35,4,50.98095,50.990691,30.080888,30.095167
12_5,4,50.98095,50.989943,29.481023,29.495424
13_40,4,51.00793,51.016847,30.180674,30.195242
13_42,4,51.007344,51.016936,30.223663,30.238438
13_6,4,50.998937,51.016936,29.509704,29.514478
13_8,4,50.998937,51.016936,29.539049,29.553315
13_9,4,50.998937,51.016936,29.562074,29.566834
14_10,4,51.025619,51.034922,29.581112,29.595391
14_12,4,51.025916,51.034922,29.62395,29.638228
14_17,4,51.025619,51.034934,29.723898,29.738177
14_18,4,51.017346,51.034922,29.740941,29.75464
14_2,4,51.025929,51.035521,29.424044,29.438323
14_20,4,51.025857,51.034922,29.77911,29.795297
14_25,4,51.025916,51.034922,29.88097,29.895253
14_30,4,51.025916,51.034922,29.980922,29.99521
14_37,4,51.02439,51.035918,30.12287,30.137761
14_47,4,51.018467,51.03457,30.322411,30.338781
14_9,4,51.019934,51.03491,29.562074,29.566834
15_10,4,51.043903,51.052906,29.581112,29.595391
15_12,4,51.043903,51.052906,29.622045,29.63822
15_15,4,51.043838,51.052906,29.681059,29.695343
15_22,4,51.04325,51.052906,29.82336,29.838134
15_25,4,51.043903,51.052896,29.88097,29.895253
15_27,4,51.043903,51.052906,29.923812,29.938092
15_30,4,51.043903,51.052896,29.98093,29.99521
15_32,4,51.04321,51.052896,30.023769,30.03807
15_41,4,51.044093,51.052906,30.199111,30.211235
15_42,4,51.043903,51.052896,30.223683,30.237963
15_5,4,51.043914,51.053506,29.48116,29.495439
15_7,4,51.043903,51.052896,29.523869,29.538263
16_15,4,51.0613,51.072272,29.681065,29.695343
16_20,4,51.06126,51.07151,29.781094,29.79627
16_25,4,51.061899,51.070883,29.88097,29.89552
16_35,4,51.06209,51.070883,30.08037,30.09522
16_37,4,51.061889,51.07126,30.123726,30.13844
16_47,4,51.061889,51.070883,30.323616,30.337951
16_48,4,51.061889,51.076887,30.342655,30.3522
16_5,4,51.061889,51.070892,29.480208,29.495424
16_7,4,51.061889,51.070892,29.523869,29.538263
17_17,4,51.079876,51.088877,29.72295,29.738177
17_18,4,51.079885,51.094873,29.752457,29.75775
17_20,4,51.079876,51.089661,29.781016,29.795296
17_22,4,51.079876,51.088869,29.823854,29.838134
17_25,4,51.079876,51.088869,29.880973,29.895253
17_29,4,51.079876,51.088877,29.966644,29.976163
17_30,4,51.08032,51.088869,29.98093,29.99521
17_31,4,51.079876,51.091875,30.00949,30.018999
17_35,4,51.079172,51.088877,30.080565,30.095167
17_37,4,51.0792,51.089673,30.123529,30.13783
17_42,4,51.0794,51.08882,30.22309,30.237963
17_45,4,51.07945,51.08902,30.28069,30.29523
17_50,4,51.0775,51.07991,30.38073,30.39463
18_27,4,51.097689,51.116323,29.923639,29.938092
18_34,4,51.097872,51.115856,30.066596,30.07888
18_44,4,51.09788,51.11274,30.2664,30.27656
19_15,4,51.124842,51.133842,29.681059,29.696735
19_20,4,51.123834,51.133842,29.781017,29.796249
19_31,4,51.118854,51.124842,30.00949,30.019
19_32,4,51.118854,51.133035,30.022447,30.037053
1_10,4,50.765112,50.774132,29.581102,29.595381
1_12,4,50.765112,50.774105,29.62394,29.63822
1_15,4,50.765112,50.774132,29.681065,29.695343
1_17,4,50.765112,50.774132,29.723898,29.738181
1_20,4,50.765112,50.774132,29.780948,29.795297
1_22,4,50.764953,50.774132,29.823854,29.838939
1_25,4,50.765139,50.77484,29.88097,29.895253
1_27,4,50.764886,50.774132,29.923806,29.939021
1_30,4,50.76502,50.774105,29.980259,29.99521
1_32,4,50.765112,50.774132,30.023769,30.038037
1_35,4,50.765112,50.774132,30.079923,30.095167
1_5,4,50.763654,50.774105,29.481,29.495424
20_22,4,51.142829,51.151827,29.823855,29.838134
21_22,4,51.160815,51.169808,29.823854,29.838134
2_10,4,50.783098,50.792092,29.581102,29.595391
2_12,4,50.783125,50.792092,29.62394,29.638228
2_15,4,50.783098,50.792118,29.681059,29.695338
2_17,4,50.783125,50.792092,29.723898,29.738181
2_20,4,50.783098,50.792092,29.781016,29.795297
2_22,4,50.783098,50.792118,29.823854,29.838133
2_25,4,50.783125,50.792831,29.880012,29.89586
2_27,4,50.783098,50.792092,29.923812,29.938092
2_30,4,50.783098,50.792092,29.98093,29.99521
2_31,4,50.782884,50.792118,30.00949,30.018999
2_35,4,50.783098,50.792092,30.080475,30.095167
2_5,4,50.783098,50.792118,29.481144,29.495439
3_15,4,50.800773,50.810102,29.681065,29.695775
3_17,4,50.800875,50.810102,29.723902,29.737545
3_20,4,50.801085,50.810102,29.780948,29.795297
3_22,4,50.80111,50.810078,29.823855,29.838134
3_27,4,50.80105,50.810102,29.922667,29.938085
3_35,4,50.800511,50.810102,30.080875,30.096567
3_37,4,50.801085,50.81065,30.123328,30.138006
3_7,4,50.80111,50.810102,29.52336,29.538276
4_17,4,50.819096,50.82842,29.723902,29.7381
4_18,4,50.819096,50.83596,29.73957,29.752459
4_23,4,50.819096,50.837082,29.839952,29.852412
4_28,4,50.819071,50.837082,29.942845,29.952371
4_9,4,50.819096,50.837058,29.566822,29.57624
5_10,4,50.84664,50.855044,29.581102,29.596154
5_12,4,50.846051,50.855067,29.62394,29.638228
5_13,4,50.84008,50.855044,29.652408,29.657267
5_20,4,50.847411,50.855472,29.781047,29.795514
5_25,4,50.846051,50.856416,29.880955,29.895253
5_27,4,50.845037,50.855067,29.923495,29.938092
5_32,4,50.846074,50.855044,30.023759,30.03866
5_5,4,50.846051,50.855044,29.481023,29.495424
6_10,4,50.864038,50.873052,29.581102,29.595391
6_12,4,50.863919,50.874156,29.621801,29.638902
6_15,4,50.864038,50.873052,29.681059,29.695343
6_18,4,50.858064,50.873251,29.739478,29.75323
6_20,4,50.86406,50.873052,29.781017,29.795297
6_25,4,50.864038,50.873904,29.879837,29.895253
6_27,4,50.864038,50.873031,29.923812,29.938092
6_32,4,50.864038,50.873031,30.023769,30.038049
6_34,4,50.858064,50.87229,30.061836,30.066608
6_35,4,50.864038,50.873052,30.080875,30.095411
6_5,4,50.864038,50.873052,29.481144,29.496391
6_7,4,50.864038,50.873052,29.523983,29.538276
6_9,4,50.85912,50.873052,29.562,29.566834
7_10,4,50.882024,50.891037,29.581102,29.596255
7_12,4,50.882044,50.891017,29.62394,29.638228
7_15,4,50.88203,50.891017,29.681059,29.69548
7_20,4,50.882024,50.891976,29.781016,29.795499
7_22,4,50.882024,50.891037,29.823794,29.838134
7_27,4,50.882024,50.891017,29.923812,29.938092
7_32,4,50.88181,50.891017,30.023769,30.03821
7_35,4,50.882024,50.891037,30.080875,30.095167
7_37,4,50.882024,50.891037,30.123719,30.138006
7_6,4,50.882044,50.897033,29.500972,29.509718
7_7,4,50.88231,50.891017,29.523983,29.53874
8_10,4,50.900011,50.909004,29.581102,29.595381
8_12,4,50.900011,50.909023,29.62394,29.63822
8_17,4,50.900011,50.909004,29.723898,29.738177
8_20,4,50.900011,50.909004,29.780774,29.795296
8_25,4,50.900011,50.909023,29.88097,29.895253
8_30,4,50.900011,50.909023,29.980922,29.995201
8_32,4,50.900031,50.909004,30.023759,30.038037
8_35,4,50.900031,50.909023,30.080875,30.095153
8_37,4,50.899871,50.909004,30.122395,30.138006
8_5,4,50.899568,50.909023,29.48116,29.496143
9_18,4,50.91796,50.93682,29.73937,29.7525
9_32,4,50.918015,50.935984,30.023759,30.038037
0_13,3,50.738132,50.756119,29.6525,29.652507
0_14,3,50.738132,50.756146,29.666779,29.666786
0_16,3,50.738132,50.756146,29.709618,29.709623
0_18,3,50.737635,50.756745,29.752459,29.752877
0_26,3,50.73917,50.756146,29.909381,29.909794
0_29,3,50.738132,50.756146,29.966644,29.966651
0_31,3,50.739931,50.755627,30.00949,30.009785
0_35,3,50.747296,50.756146,30.080938,30.095167
0_5,3,50.747125,50.756119,29.4813,29.495424
0_7,3,50.747125,50.75485,29.52214,29.538263
0_8,3,50.747125,50.756146,29.539228,29.552555
10_22,3,50.944993,50.953985,29.823854,29.838134
10_23,3,50.94496,50.953985,29.839258,29.852412
10_35,3,50.944993,50.95397,30.080875,30.095167
10_6,3,50.944977,50.953985,29.500199,29.509704
11_30,3,50.962177,50.971936,29.982337,29.996931
11_34,3,50.962964,50.971957,30.066608,30.078535
11_35,3,50.962981,50.971973,30.079638,30.095153
12_9,3,50.978246,50.99044,29.566834,29.575789
13_11,3,50.998937,51.017298,29.609661,29.610322
13_13,3,50.998937,51.016936,29.6525,29.652507
13_14,3,50.998937,51.016936,29.666779,29.666786
13_21,3,50.998937,51.016923,29.809575,29.809575
13_26,3,50.998937,51.01651,29.9092,29.909532
13_29,3,50.998937,51.016936,29.961884,29.966651
13_3,3,50.998951,51.016923,29.452585,29.453555
13_36,3,50.998351,51.016936,30.109432,30.109447
13_38,3,50.998937,51.016936,30.152006,30.153221
13_39,3,50.99955,51.01667,30.166168,30.166548
13_4,3,50.998897,51.016923,29.466865,29.467799
13_45,3,51.00793,51.016936,30.280779,30.295081
13_50,3,51.00793,51.016832,30.380759,30.395039
14_13,3,51.025916,51.034922,29.643798,29.652507
14_22,3,51.025857,51.034922,29.823043,29.838133
14_24,3,51.02015,51.034922,29.86218,29.866694
14_29,3,51.01733,51.03491,29.966644,29.96693
14_42,3,51.025916,51.035224,30.223683,30.237963
15_26,3,51.0379,51.052896,29.90843,29.91425
15_44,3,51.0527,51.055634,30.261563,30.27133
16_32,3,51.061889,51.0705,30.022898,30.038049
17_15,3,51.080437,51.088877,29.682017,29.695338
17_16,3,51.079885,51.097272,29.709623,29.709623
17_19,3,51.079885,51.094873,29.761979,29.766738
17_28,3,51.079876,51.09713,29.952371,29.95382
17_44,3,51.07756,51.088877,30.26186,30.266522
17_46,3,51.079876,51.09725,30.30723,30.30952
18_14,3,51.097862,51.115257,29.665834,29.666786
18_23,3,51.097862,51.115849,29.852412,29.852414
18_26,3,51.097862,51.115849,29.909487,29.90955
18_28,3,51.107076,51.116264,29.939621,29.955287
18_33,3,51.09823,51.115849,30.052328,30.05259
18_36,3,51.0976,51.115856,30.10845,30.109789
18_40,3,51.097862,51.106864,30.180827,30.195124
18_41,3,51.09787,51.115849,30.209404,30.21022
19_17,3,51.124848,51.133842,29.723902,29.738181
19_18,3,51.124842,51.133842,29.73936,29.752459
20_15,3,51.142835,51.151822,29.681065,29.695343
20_17,3,51.142235,51.151827,29.723902,29.738181
20_18,3,51.142835,51.152375,29.739076,29.753411
20_19,3,51.142829,51.152105,29.766736,29.778549
20_20,3,51.142835,51.151822,29.781017,29.795296
20_23,3,51.142829,51.151827,29.852412,29.85566
22_24,3,51.178653,51.185996,29.864102,29.87813
3_5,3,50.800762,50.810078,29.479558,29.495831
4_24,3,50.819096,50.837082,29.86669,29.866694
4_29,3,50.819096,50.837058,29.966644,29.966651
4_31,3,50.819096,50.837082,30.00948,30.00949
4_33,3,50.819108,50.837058,30.051044,30.052328
4_34,3,50.819096,50.836733,30.065141,30.066608
4_4,3,50.819071,50.837082,29.466865,29.478841
4_6,3,50.819096,50.837049,29.508803,29.509718
5_18,3,50.845827,50.855044,29.743449,29.752459
5_19,3,50.837374,50.855044,29.765821,29.769077
5_36,3,50.83747,50.855044,30.107064,30.109447
6_16,3,50.858064,50.873052,29.709623,29.714382
6_37,3,50.86406,50.873031,30.123711,30.138006
7_23,3,50.879047,50.891017,29.847653,29.852414
8_6,3,50.900031,50.909023,29.50039,29.509718
8_7,3,50.900119,50.90913,29.52413,29.538263
8_8,3,50.900011,50.909004,29.539414,29.552542
9_11,3,50.917997,50.935984,29.609661,29.60967
9_19,3,50.918015,50.936001,29.766738,29.766738
9_21,3,50.917997,50.936001,29.809575,29.809575
9_3,3,50.917416,50.935984,29.452585,29.452603
9_31,3,50.918015,50.935984,30.00948,30.00949
9_34,3,50.917997,50.935984,30.066608,30.066608
9_36,3,50.917416,50.936001,30.109432,30.110384
9_4,3,50.918015,50.936001,29.466881,29.466881
9_8,3,50.918015,50.936001,29.552542,29.552555
0_11,2,50.747154,50.756146,29.60967,29.60967
0_19,2,50.747125,50.756119,29.766736,29.766736
0_21,2,50.747154,50.756146,29.809575,29.809575
0_23,2,50.747449,50.756146,29.852412,29.852576
0_24,2,50.747154,50.756146,29.86669,29.86669
0_33,2,50.747125,50.756146,30.052317,30.052328
0_34,2,50.747125,50.756196,30.066596,30.066608
0_4,2,50.7463,50.756146,29.466881,29.47899
0_6,2,50.747154,50.756119,29.509704,29.509718
0_9,2,50.747125,50.756119,29.566822,29.566822
10_11,2,50.944993,50.954,29.60967,29.610967
10_13,2,50.944993,50.953985,29.652507,29.652507
10_16,2,50.944977,50.953899,29.708851,29.709618
10_21,2,50.944993,50.953985,29.809575,29.809575
10_31,2,50.944993,50.95397,30.00948,30.00949
10_33,2,50.944993,50.953985,30.052317,30.052317
10_34,2,50.944693,50.954,30.065145,30.067967
10_36,2,50.945593,50.95397,30.109432,30.109447
10_8,2,50.944993,50.95397,29.552542,29.552555
11_1,2,50.962981,50.971973,29.408813,29.409765
11_11,2,50.962043,50.971973,29.609604,29.60967
