feature,importance
elevation_m,0.24380724739461765
soil_pH_b10,0.09811355556210305
soil_pH_b0,0.09146448310147486
twi_scaled,0.08771305831248691
bulk_density_b0,0.08065170840284203
slope_deg_final,0.07606152922631833
sand_fraction_b10,0.06138633252617495
sand_fraction_b0,0.059538119042500476
clay_fraction_30_60,0.057886666703321196
bulk_density_b10,0.048901853801432006
clay_fraction_0_30,0.03640727812914312
organic_carbon_b10,0.02962699289553634
organic_carbon_b0,0.028441174902048918
